Titulo;Precio;m2;Telefono;Descripcion;Link;Direccion;Observaciones;
Local Calle de Vicenta Villegas, Latina;780;130;914879156; Oficina de TECNOCASA trabajando sin parar desde 1998 unicamente en MADRID el barrio de LUCERO vende: Local antiguo almacen con entrada de garaje y almacen al fondo con un bano. Totalmente diafano, dispone de un tragaluz en el techo y esta listo para desempenar el uso convenido. Tiene de entrada ... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/lucero/152665202/d;Calle de Vicenta Villegas, Latina;1 baño;
Local Arroyo de la Media Legua, Moratalaz;700;60;910758837; Se alquila estupendo local comercial con 2 estancias y un aseo. La estancia principal cuenta con dos aires acondicionados de frio/calor . Doble escaparate con cristal semi blindado y dos puertas de acceso ambas con cierre manual. Finca con portero. Excelente comunicacion con el metro Estrella y V... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/ascensor/158827407/d;Arroyo de la Media Legua, Moratalaz;1 baño;
Local Glorieta de Ruiz Gimenez, Chamberi;6.000;260;912789471; LOCAL EN ALQUILER EN ZONA SAN BERNARDO 4 MESES DE CARENCIA, PAGO AL 5º MES DE ALQUILER. El local se encuentra muy bien situado en la mejor ubicacion de la Glorieta Ruiz Jimenez y dos pasos de la boca de metro. Local muy amplio y luminoso. Con gran escaparate. Ocho metros de fachada con una ... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/aire-acondicionado-calefaccion/158863113/d;Glorieta de Ruiz Giménez, Chamberí;2 baños;
Local Chamberi;395.000;80;912789471; CALLE MELENDEZ VALDES  PRINCESA Local a pie de calle en magnifica zona. Escaparate de 4 metros. Diafano. Excelente ubicacion. Mucho paso peatonal y de trafico. Ubicado al lado de colegios, universidades, METRO MONCLOA. En el barrio de Argüelles, calle Princesa. Distribuido en dos estancias, la pr... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/calefaccion-salida-de-humos/159128134/d;Chamberí;2 baños;
Local Doctor Garcia Tapia, Moratalaz;650;55;910758837; Se alquila amplio local de uso comercial con estancia principal diafana y un aseo. Cuenta con aire acondicionado y calefaccion central. Escaparate con cierre metalico. Excelente comunicacion con el metro Vinateros y Estrella linea 9, lineas de autobuses 8, 20, 30, 32, 71 y 113. Cercano a centro c... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/aire-acondicionado-ascensor/159412960/d;Doctor Garcia Tapia, Moratalaz;1 baño;
Nave industrialCalle de Alejandrina Moran, Latina;1.200;300;914879156; Oficina de TECNOCASA trabajando sin parar desde 1998 unicamente en MADRID el barrio de LUCERO vende: Local en planta calle destinado a almacen con despachos y salida de emergencia por portal de finca a la que pertenece, tambien dispone de aseo. Antiguo uso de almacen y oficinas para empresa de t... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/lucero/152665992/d;Nave industrialCalle de Alejandrina Morán, Latina;1 baño;
Nave industrialCamino de las Hormigueras, Villa de Vallecas;Aconsultar;3740;916353152; Nave logistica preparada para frio negativo/ positivo ubicada en el Poligono Industrial Vallecas. Activo de alta representatividad con instalaciones de frio industrial en perfecto estado e idonea ubicacion para distribucion y reparto al centro de Madrid. El espacio cuenta con una superficie total... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/ensanche-de-vallecas---la-gavia/159330724/d;Nave industrialCamino de las Hormigueras, Villa de Vallecas;;
Local Calle de Sanchez Pacheco, Chamartin;1.700;471;912667298; Se alquila estupendo local distribuido en tres plantas amplias en Ciudad Jardin. El inmueble se distribuye en una planta baja de 145 m2 dividido en dos ambientes con banos y trastero y amplios ventanales a la calle, una entreplanta de 154 m2 con despacho, zonas diafanas, banos y pequeno office y ... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/ciudad-jardin/158811187/d;Calle de Sánchez Pacheco, Chamartín;;
Nave industrialTravesia de Opanel, 1, Carabanchel;800;119;916350608; Urbanissimo Real Estate gestiona amplio local comercial de naturaleza industrial, ubicado en la Travesia de Opanel, muy cerca de Plaza Eliptica y perfectamente comunicado mediante transporte publico gracias a las paradas de autobus urbano que hay en las inmediaciones y la propia estacion de metr... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/opanel/158640279/d;Nave industrialTravesía de Opañel, 1, Carabanchel;;
Local Centro;1.600;135;865565839; IMPORTANTE CONDICIONES DE ALQUILER: CONTRATO MINIMO UN AÑO PRECIO 1.600€/MES HASTA DICIEMBRE. A PARTIR DE ENERO, 2.000€/MES HASTA DICIEMBRE 2.022. 2 MESES FIANZA. IMPRESCINDIBLE AVAL BANCARIO. COMUNIDAD 179€/MES INCLUIDA EL AGUA Y LA CALEFACCION. PAGO APARTE DE LUZ E IMPUESTO DE BASURAS(220... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/calefaccion/159515520/d;Centro;1 baño;
Local Calle de San Jaime, Villa de Vallecas;650;70;; Se alquila local comercial en Villa de Vallecas, zona dotada de comercios, bares, 70 metros, electricidad reformada, varias estancias y bano con plato de ducha. Excelente ubicacion para cualquier tipo de actividad. Anterior actividad tienda de alimentacion. No dude en visitarlo sin ningun c... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/ensanche-de-vallecas---la-gavia/158848220/d;Calle de San Jaime, Villa de Vallecas;1 baño;
Local Centro;3.000;100;916353587; Este es tu local y te esta esperando! Con una fantastica ubicacion en el centro de Madrid, a 3 minutos andando del metro de Chueca y con todos los servicios a tu disposicion, este local se convierte en el espacio ideal para construir un negocio efectivo. En el centro y situado en una amplia ... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/aire-acondicionado-calefaccion/158672232/d;Centro;1 baño;
Nave industrialCalle de Gamonal, 5, Villa de Vallecas;650;176;911364405;  ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/ensanche-de-vallecas---la-gavia/159605608/d;Nave industrialCalle de Gamonal, 5, Villa de Vallecas;;
Local Almirante, 5, Centro;3.500;180;912788163; MAGNIFICA OPORTUNIDAD PARA SU NEGOCIO! Se alquila local comercial a pie de calle en una de las mejores calles comerciales de la zona de Chueca Justicia. Sus 180 m2 se estructuran en dos espacios: una zona amplia y diafana para la clientela y otra zona trasera a modo de almacen/oficina. Tiene u... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/aire-acondicionado/159352262/d;Almirante, 5, Centro;1 baño;
Local Calle Marques de Urquijo, Moncloa;1.300;75;911220294; Traspaso de bar restaurante de 75 m2 en C/ Marques de Urquijo en el barrio de Argüelles. consta de una barra de 4 metros, cocina equipada, sala de comedor y almacen en sotano, 2 banos separados 1 de hombre y 1 demujer, local listo para entrar con equipamiento de cocina y sala. Traspaso de re... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/aire-acondicionado-calefaccion-salida-de-humos/156153474/d;Calle Marqués de Urquijo, Moncloa;1 baño;
Local Calle del Mar Amarillo, Hortaleza;825;127;912171697; Amplio local diafano a pie de calle de 127 m2 disponible en pleno centro del barrio de Pinar del Rey, distrito Hortaleza, con mucho paso y con 5 metros de fachada lineal. Muy bien comunicado. Susceptible de alquilarse junto al local de al lado el cual tiene una superficie de 52 m2 lo que permit... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/pinar-del-rey/154788813/d;Calle del Mar Amarillo, Hortaleza;1 baño;
Local Calle Escalona, Latina;700;50;912781393; MASTERPISO alquila local comercial en C/ Escalona, 50 m2 en dos plantas, zona comercial junto a Calle Illescas, cerca del metro de Campamento Linea 5. Local en buen estado No necesita reforma, zona comercial. Aire acondicionado. Consta de Escaparate de 3 metros y lateral de 7 metros, local de ... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/aire-acondicionado/159146616/d;Calle Escalona, Latina;1 baño;
Local Julio Antonio, Carabanchel;600;80;910757694; DESPUES DE TANTO TIEMPO... VOLVEMOS A LA CARGA AUN MAS FUERTES!! NUESTRAS OFICINAS YA CUENTAN CON LAS MEDIDAS DE HIGIENE RECOMENDADAS, YA PODEMOS JUNTARNOS Y POR FIN PODREMOS REANUDAR EL TRATO PERSONAL QUE NOS CARACTERIZA SIEMPRE. Se alquila local diafano junto a camino viejo de leganes, de 80m2... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/puerta-bonita/155079917/d;Julio Antonio, Carabanchel;2 baños;
Local Antonio Salvador, 24, Usera;900;140;910759571; Redpiso Usera Alquila Local comercial de 2 plantas en esquina junto a la galeria comercial Jesus del Gran Poder, cuenta con dos grandes escaparates y acceso desde la calle, pudiendo permanecer abierto fuera de horario de mercado, cuenta con gran afluencia de publico a lo largo de todo el dia al e... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/almendrales/151632869/d;Antonio Salvador, 24, Usera;1 baño;
Local Baleares, Carabanchel;490;23;914891658; Este local se encuentra en Calle Baleares, 28019, Madrid, Madrid, situado en el distrito de Carabanchel, en la planta bajo. Es un local que tiene 25 m2 de los cuales 23 m2 son utiles y dispone de 3 habitaciones y 1 banos. Te vendemos la casa en menos de 60 dias. Alquiler y ventas en la zon... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/comillas/159601355/d;Baleares, Carabanchel;;
Local Salamanca;2.200;25;912785407; Del Rio Inmobiliaria le oferta exclusivo local comercial en La Milla de Oro Barrio de Salamanca Caracteristicas del inmueble:  Local comercial en planta calle,  En zona prime Recoletos,  Cuenta con un espacio diafano con escaparate + almacen pequeno y un aseo,  Buena iluminacion na... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/aire-acondicionado-calefaccion/159535666/d;Salamanca;1 baño;
Nave industrialCalle de Luis I, Villa de Vallecas;900;173;; Nave Industrial en Vallecas (Poligono Industrial de Vallecas), con excelente comunicacion a M 40, M 31 y A 3. Esta nave industrial en Vallecas esta situada en primera planta totalmente diafana con dos servicios higienicos con total independencia para senoras y caballeros, disponiendo cada uno... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/ensanche-de-vallecas---la-gavia/154091749/d;Nave industrialCalle de Luis I, Villa de Vallecas;;
Local Rogelio Munoz, Hortaleza;1.200;230;; Excepcional local en esquina, con frente a dos calles. Una superficie de 230m² construidos, con dos plantas diafanas distribuidas en 105 m² en planta baja y 85 m² en subsuelo de superficies utiles. Con ventilacion y luz natural en ambas plantas. Dotada con todos los servicios con excelente u... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/pinar-del-rey/159600764/d;Rogelio Muñoz, Hortaleza;1 baño;
Local Calle Illescas, 44, Latina;650;70;; Se alquila local con uso para todo tipo de ventas reformado con 2 plantas y 70 metros en urbanizacion con piscina ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/aire-acondicionado-calefaccion-salida-de-humos/159599072/d;Calle Illescas, 44, Latina;;
Nave industrialAgustin Calvo, Hortaleza;2.400;411;912785069; Magnifica nave de 411 m2 a pie de calle, zona Canillas Anteriormente fue una imprenta, disponible para poner tu negocio Espacio diafano con multiples posibilidades, dispone de un despacho. Con mucha luz debido a su orientacion sureste y en zona muy representativa. Perfectamente comunic... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/canillas/158971898/d;Nave industrialAgustín Calvo, Hortaleza;;
Local Chamberi;395.000;80;912789471; CALLE MELENDEZ VALDES  PRINCESA Local a pie de calle en magnifica zona. Escaparate de 4 metros. Diafano. Excelente ubicacion. Mucho paso peatonal y de trafico. Ubicado al lado de colegios, universidades, METRO MONCLOA. En el barrio de Argüelles, calle Princesa. Distribuido en dos estancias, la pr... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/calefaccion-salida-de-humos/159128134/d;Chamberí;2 baños;
Local Retiro;Aconsultar;35;910756135; Traspaso de Peluqueria en Zona Retiro. Negocio Funcionando. 35m² con bano adaptado para minusvalidos y gran escaparate. Calentador de agua caliente electrico. Actualmente 2 puestos para cortar y uno para lavado. Posibilidad de ampliar a 4 puestos para cortar. No dude en ponerse en co... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/ibiza-de-madrid/159361345/d;Retiro;1 baño;
Local Calle de Cea Bermudez, 29, Chamberi;Aconsultar;289;910756135; ** SIN COMISION DE AGENCIA ** VIDEO COMPLETO EN LA SECCION FOTOS Y EN EL ENLACE ADICIONAL ** Espectacular local comercial de 289m² construidos y 273m² utiles, situado una de las mejores arterias de la capital, en el barrio de Chamberi, en la calle Cea Bermudez. Se trata de una zona comercial con... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/aire-acondicionado-calefaccion/159445077/d;Calle de Cea Bermúdez, 29, Chamberí;1 baño;
Local Carabanchel;Aconsultar;560;918007836; <br>Local comercial en C Hermanos del Moral, en Madrid.<br>RefAltamira: 2001##00311666 Actualizado: 2021 04 08<br><p style=font weight: bold,>¿Prefieres alquilarlo? ¡No te preocupes! Si es asi, indicanoslo y buscaremos la solucion que mejor se adapte a lo que e... ;https://www.fotocasa.es/es/alquiler/local-comercial/obra-nueva/madrid-capital/19599143/154790341;Carabanchel;3 baños;
Local Villa de Vallecas;580;88;911792246; ¡HASTA UN ÑO DE CARENCIA! La renta de alquiler incluye absolutamente todo, sin cargos adicionales. Local en bruto, con salida de humos. A menos de 5 minutos del centro de salud Ensanche de Vallecas, Escuela infantil Rayuela y Colegio Rodriguez Sahagun. Cercano al casco historico. Acceso a M 4... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/ensanche-de-vallecas---la-gavia/157717322/d;Villa de Vallecas;;
Local Villa de Vallecas;1.920;361;911792246; ¡HASTA UN AÑO DE CARENCIA!   La renta de alquiler incluye absolutamente todo, sin cargos adicionales. Amplio local en bruto, con salida de humos y mucha luz natural, distribucion diafana, gran fachada de 16 metros. Precio especial muy reducido para ONG y asociaciones, contacte directamente con... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/ensanche-de-vallecas---la-gavia/157717324/d;Villa de Vallecas;;
Local Villa de Vallecas;580;87;911792246; ¡HASTA UN AÑO DE CARENCIA!   La renta de alquiler incluye absolutamente todo, sin cargos adicionales. Local de 87 m2 construidos, en bruto y con salida de humos. Local comercial situado en zona consolidada del ensanche, a menos de 5 minutos del centro de salud Ensanche de Vallecas, escuela in... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/ensanche-de-vallecas---la-gavia/157717333/d;Villa de Vallecas;;
Local Tetuan;2.120;144;912180752; Promocion de plazas de garaje ubicadas en sotano de edificio de viviendas sito en Avda. Pablo Iglesias 41 (Madrid).<p>Sin comision de Agencia<p><br>Local comercial de 144 m2 situado en el Barrio de Bellas Vistas, distrito municipal de Tetuan. El local se encuentra en bruto y dis... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/bellas-vistas/155891975/d;Tetuán;;
Local Carabanchel;250;52;911792246; ¡HASTA UN AÑO DE CARENCIA!   La renta de alquiler incluye absolutamente todo, sin cargos adicionales. Ultimo local comercial de 52 m2 construidos, en bruto y con salida de humos. Precio especial muy reducido para ONG y asociaciones, contacte directamente con la propiedad ... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/buenavista/157717327/d;Carabanchel;;
Local Villa de Vallecas;640;83;911792246; ¡ESTUPENDO LOCAL TOTALMENTE REFORMADO! Local de 83 m2 construidos, con salida de humos. La renta de alquiler incluye absolutamente todo, sin cargos adicionales. Local en promocion de diseno moderno con viviendas. Se encuentran situadas en zona moderna en pleno Bulevar de la Naturaleza, muy ce... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/ensanche-de-vallecas---la-gavia/157717332/d;Villa de Vallecas;;
Local Villa de Vallecas;730;57;911792246; Local reformado con salida de humos y gran fachada de 10 metros. A escasos metros del Centro de Salud Ensanche de Vallecas, Escuela Infantil Rayuela y Colegio Rodriguez Sahagun. Cercano al casco historico. Acceso a m 45 y a 3 (ambos, a 2 minutos) y transporte publico mediante autobus 142, n9 ... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/ensanche-de-vallecas---la-gavia/157717298/d;Villa de Vallecas;;
Local Villaverde;760;228;911792246; ¡HASTA UN AÑO DE CARENCIA!   La renta de alquiler incluye absolutamente todo, sin cargos adicionales. Local de 228 m2 construidos, en bruto y con salida de humos. Situado entre la Avenida de Andalucia y Gran Via de Villaverde. De facil comunicacion con paradas de metro (San Cristobal) y tr... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/san-cristobal-de-villaverde/157717331/d;Villaverde;;
Local Martinez Izquierdo, Salamanca;450;26;912182514; Local comercial en alquiler y venta , barrio de Guindalera, Ventas, Madrid. Local comercial con 26 m2, distribuido en sala de trabajo, aseo y almacen, cuenta con escaparate. Ideal para gestorias, agencias de viajes, pequenas empresas, con varios puestos de trabajo. Mejor visitar GH Ca... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/aire-acondicionado/156000604/d;Martinez Izquierdo, Salamanca;1 baño;
Local Martinez Izquierdo, Salamanca;450;26;912182514; Local comercial en alquiler y venta , barrio de Guindalera, Ventas, Madrid. Local comercial con 26 m2, distribuido en sala de trabajo, aseo y almacen, cuenta con escaparate. Ideal para gestorias, agencias de viajes, pequenas empresas, con varios puestos de trabajo. Mejor visitar GH Ca... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/aire-acondicionado/156000604/d;Martinez Izquierdo, Salamanca;1 baño;
Local Tordegrillos, 32, Villaverde;1.500;238;912182514; Local comercial en alquiler y venta, Villaverde, Madrid Local distribuido en una sola planta, disfruta de salida de humos, cuenta con patio interior con chimenea. Zona de paso, reformado uso bar cafeteria. Bien comunicado, con varias lineas de Autobus 22, N14, 79 proximo a Renfe Cerc... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/aire-acondicionado/155327705/d;Tordegrillos, 32, Villaverde;2 baños;
Local Chamberi;975;74;912668103; world gestion alquila Estupendo local a pie de calle en primera linea comercial en el barrio de chamberi en calle muy comercial, consta de unos 74 metros ultima actividad centro de estetica. ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/aire-acondicionado-calefaccion/152924733/d;Chamberí;;
Local Fuencarral;1.550;80;912175423; OPORTUNIDAD EN LAS TABLAS CON SALIDA DE HUMOS , ALQUILER SIN TRASPASO . Disponible para negocio de hosteleria o para cualquier actividad que acepte la propiedad . Muy buena ubicacion , junto a negocios de todo tipo de sectores y de larga trayectoria . las ubicaciones es excelente por encontrarse ... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/aire-acondicionado-salida-de-humos/159515989/d;Fuencarral;1 baño;
Local Avenida de Alberto Alcocer, Chamartin;1.950;172;912175423; GRAN OPORTUNIDAD EN EXCLUSIVA EN PRIMERA LINEA COMERCIAL DE ALBERTO ALCOCER PARA COMPRAR (440.000 €) O ALQUILAR (1.950 € MES) INCLUSO CON OPCION A COMPRA A NEGOCIAR . SE ESCUCHAN OFERTAS . Se trata de un magnifico local con fachada y escaparate , con 172 m2 construidos segun catastro , repartidos... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/nueva-espana/158835444/d;Avenida de Alberto Alcocer, Chamartín;;
Local Villa de Vallecas;380;65;911792246; ¡HASTA UN AÑO DE CARENCIA!   La renta de alquiler incluye absolutamente todo, sin cargos adicionales. Tres estupendos locales de 65, 76 y 107 m2 construidos con una renta de alquiler de 380, 445 y 625 respectivamente. Precio especial muy reducido para ONG y asociaciones, contacte directamente... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/ensanche-de-vallecas---la-gavia/157717348/d;Villa de Vallecas;;
Local Ana Mariscal, Vicalvaro;1.700;200;911792253; Oportunidad local disponible en Ana Mariscal ¡Descuento de hasta el 50% durante el primer ano! Local en buen estado, anterior actividad guarderia. ... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/valdebernardo---valderribas/157779946/d;Ana Mariscal, Vicálvaro;;
Local Rosario, 9, Centro;900;97;911221635; Local comercial a reformar, con amplia fachada y mucha luz, perfecto como oficina, despacho, coworking...Frente a jardines de S. Francisco el Grande. Local comercial de 97m2 construidos, totalmente diafano, muy amplio, con un bano al fondo. Tiene una fachada de mas de 4m y una altura de mas de... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/palacio/157463021/d;Rosario, 9, Centro;;
Local Retiro;1.100;92;912184051; LOCAL DE 92 m² (80 m² utiles) EN CALLE MAIQUEZ. Local diafano, con dos banos. Proximo a: Transporte publico (estacion de Sainz de Baranda) y zonas comerciales ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/ibiza-de-madrid/158032914/d;Retiro;2 baños;
Local Calle de Relatores, Centro;1.200;89;918005547; RE/MAX Calidade alquila local comercial de 89m² en pleno centro de Madrid. Consta de una planta diafana a pie de calle de 42m² y una planta sotano de 47m² con aseo. La planta a calle tiene suelo de tarima, paredes lisas, luces de halogeno, aire acondicionado con bomba de frio/calor y escapa... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/aire-acondicionado-calefaccion/156809017/d;Calle de Relatores, Centro;1 baño;
Local Calle de la Magdalena, 15, Centro;950;40;918005547; RE/MAX CALIDADE alquila local de 40 m², ubicado en la calle Magdalena 15 a escasos 50 metros de la Calle de Atocha en la zona de Lavapies, considerado el barrio mas cool de Madrid. Se trata de un local en perfecto estado, listo para desarrollar cualquier actividad comercial que no requiera de sa... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/aire-acondicionado-calefaccion/158212115/d;Calle de la Magdalena, 15, Centro;1 baño;
Local Calle Gran Via, Centro;6.000;90;918005547; REMAX CALIDADE traspasa local en uno de los edificios mas emblematicos de la Gran Via con 90 m² en planta calle y 6,50 m de fachada. Este local se encuentra ubicado en la calle de Gran Via, a pie de calle y distribuido en una sola planta, en una finca protegida por lo que no hay obligacion de as... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/aire-acondicionado-calefaccion-salida-de-humos/157482602/d;Calle Gran Vía, Centro;3 baños;
Local Calle de Matilde Hernandez, Carabanchel;700;80;910752245; Inmueble en una situacion inmejorable y reformado para cualquier negocio,no dispone de salida de humos tiene unas divisiones interiores al haber sido una academia. Dispone de una superficie de 80 metros cuadrados. Situado en el distrito de Carabanchel, en el sur de Madrid, el barrio de Vist... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/vista-alegre/156429430/d;Calle de Matilde Hernández, Carabanchel;;
Local San Blas;1.490;180;911221635; LOCAL u OFICINA Alquiler de 180m2 de local en una de las zonas mas privilegiadas de Madrid. En la calle Alcala esquina con la calle Arturo Soria. ¡¡ La oportunidad de tener la mayor visibilidad en la calle Alcala !! Aprovecha esta oportunidad en el mejor edificio de Ciudad Lineal Local d... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/calefaccion/159152907/d;San Blas;;
Local Carabanchel;550;77;912669745; Buenavista inmobiliaria gestiona el alquiler en exclusiva de este local ubicado en Carabanchel alto , una de las zonas del sur de Madrid en continuo desarrollo, con gran oferta de ocio, ambiente familiar, con muchos colegios, y muy buena comunicacion por transporte publico y por carretera (M 30,M... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/buenavista/158832904/d;Carabanchel;1 baño;
Local Calle de Carretas, Centro;775;55;914873018; Buscamos el mejor inquilino para esta Oficina. En el Centro de Madrid, C/ Carretas, Plaza Jacinto Benavente, junto a la Puerta del Sol. Compartimentada en dos amplios espacios diafanos, mas un aseo. Amplio ventanal que le proporciona gran luminosidad. Calefaccion Central. Preinstalacion para... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/calefaccion/159170540/d;Calle de Carretas, Centro;1 baño;
Local Calle de Pilar de Zaragoza, 50, Salamanca;650;60;914875762; ZIRAPOINT S. L Alquila estupendo local Comercial en el Distrito de Salamanca. Local de 60 m2 a pie de calle, con entrada principal y otra entrada auxiliar por pasillo dentro del edificio. 2 metros de fachada, aseo , Aire acondicionado (split), 2 estancias con una pared de pladur divisora, c... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/aire-acondicionado-calefaccion/159563446/d;Calle de Pilar de Zaragoza, 50, Salamanca;1 baño;
Local Calle de Torquemada, Hortaleza;800;50;914875087; L&F alquila fantastico local de esquina. Muy soleado, gran escaparate a dos fachadas. Amplia zona diafana, bano con ducha y almacen office. Ideal para pequeno negocio (seguros, inmobiliaria, despacho profesional, pequena clinica, etc) o comercio. Es un local de 50 m2 construidos, muy cuadrado, c... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/aire-acondicionado-calefaccion/159563206/d;Calle de Torquemada, Hortaleza;1 baño;
Local Calle Nenufar, Tetuan;2.300;442;912171697; Amplia oficina, con licencia para uso como Oficina en el Barrio de Tetuan. El local, de 422 m2, de distribuye en 3 plantas. La planta baja, de 240 m2, dispone de un amplio espacio diafano para unos 40 puestos de trabajo, un amplio almacen u oficina, un pequeno office, un bano y un pequeno alma... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/aire-acondicionado-calefaccion-salida-de-humos/159222289/d;Calle Nenúfar, Tetuán;2 baños;
Local Calle de Ferraz, Moncloa;2.750;267;912171697; Maravilloso local en alquiler en una de las mejores zonas de Madrid, en plena calle Ferraz y a escasos metros del Templo de Debod. Se trata de un local a pie de calle con oficina de unos treinta metros y un acceso con rampa hacia un garaje de unos doscientos metros tipo nave, sin ninguna edif... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/calefaccion/159393566/d;Calle de Ferraz, Moncloa;1 baño;
Local Calle de Alejandro Villegas, Hortaleza;1.000;110;914872287; Local muy bien distribuido, con dos entradas de luces al este y oeste, zona tranquila al lado del Dia y Unide, con cuatro despachos una entrada y un aseo, suelos de tarima flotante paredes lisas y techos altos. con aire acondicionado y calefaccion Mejor Ver ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/aire-acondicionado-calefaccion/159562453/d;Calle de Alejandro Villegas, Hortaleza;1 baño;
Local Torija, Centro;1.500;115;914895712; Local Comercial en Planta calle. Con entrada independiente desde la calle y escaparate, fachada de unos 5 mts. Planta principal compuesta de zona diafana para varios puestos de trabajo y despacho interior. 2 aseos con lavabos Planta baja despensa/archivador. Posibilidad para hosteleria. Id... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/aire-acondicionado-calefaccion/158596619/d;Torija, Centro;2 baños;
Local Marques de Zafra, Salamanca;5.500;300;916353542; Magnifico local de 2 plantas junto a Manuel Becerra con licencia para restaurante, la planta principal a pie de calle con 180 metros y la planta sotano de 120 metros, disponible tambien para eventos. La actividad puede comenzar de inmediato dado que no necesita reforma, camaras frigorificas nu... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/aire-acondicionado/158492090/d;Marqués de Zafra, Salamanca;;
Local Calle del Arenal, 14, Centro;7.000;138;954307165; Magnifico local comercial en el centro de Madrid, Calle Arenal 14. Localizacion privilegiada con alto transito. Consta de 3 plantas. Planta baja a pie de calle de 32.5m2, planta primera de 67,6m2 y sotano de 37,6m2. Techos altos, aseo, preinstalacion de AA Directo con la propiedad. ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/sol/158643080/d;Calle del Arenal, 14, Centro;1 baño;
Local Calle de Calahorra, Vicalvaro;600;60;912785318; OPORTUNIDAD!! SE ALQUILA LOCAL COMERCIAL CON LICENCIA ACTIVA. ACTUALMENTE ACONDICIONADO COMO SALON DE BELLEZA. Ubicado en la planta baja sin barreras arquitectonicas (tiene entrada por el portal y A PIE DE CALLE). Tiene 60 m2 construidos con 2 dormitorios, cocina, bano y terraza acristalada... ;https://www.fotocasa.es/es/alquiler/local-comercial/madrid-capital/ambroz/159561430/d;Calle de Calahorra, Vicálvaro;1 baño;
